Series Name	Series Code	Country Name	Country Code	2014 [YR2014]
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Gabon	GAB	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Gambia, The	GMB	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Georgia	GEO	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Germany	DEU	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Ghana	GHA	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Greece	GRC	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Greenland	GRL	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Grenada	GRD	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Guam	GUM	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Guatemala	GTM	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Guinea	GIN	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Guinea-Bissau	GNB	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Guyana	GUY	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Haiti	HTI	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Honduras	HND	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Hong Kong SAR, China	HKG	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Hungary	HUN	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Iceland	ISL	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	India	IND	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Indonesia	IDN	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Iran, Islamic Rep.	IRN	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Iraq	IRQ	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Ireland	IRL	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Isle of Man	IMY	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Israel	ISR	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Italy	ITA	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Jamaica	JAM	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Japan	JPN	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Jordan	JOR	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Kazakhstan	KAZ	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Kenya	KEN	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Kiribati	KIR	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Korea, Dem. Rep.	PRK	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Korea, Rep.	KOR	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Kosovo	KSV	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Kuwait	KWT	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Kyrgyz Republic	KGZ	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Lao PDR	LAO	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Latvia	LVA	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Lebanon	LBN	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Lesotho	LSO	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Liberia	LBR	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Libya	LBY	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Liechtenstein	LIE	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Lithuania	LTU	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Luxembourg	LUX	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Macao SAR, China	MAC	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Macedonia, FYR	MKD	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Madagascar	MDG	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Malawi	MWI	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Malaysia	MYS	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Maldives	MDV	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Mali	MLI	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Malta	MLT	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Marshall Islands	MHL	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Mauritania	MRT	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Mauritius	MUS	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Mexico	MEX	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Micronesia, Fed. Sts.	FSM	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Moldova	MDA	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Monaco	MCO	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Mongolia	MNG	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Montenegro	MNE	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Morocco	MAR	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Mozambique	MOZ	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Myanmar	MMR	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Namibia	NAM	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Nepal	NPL	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Netherlands	NLD	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	New Caledonia	NCL	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	New Zealand	NZL	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Nicaragua	NIC	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Niger	NER	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Nigeria	NGA	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Northern Mariana Islands	MNP	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Norway	NOR	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Oman	OMN	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Pakistan	PAK	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Palau	PLW	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Panama	PAN	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Papua New Guinea	PNG	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Paraguay	PRY	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Peru	PER	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Philippines	PHL	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Poland	POL	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Portugal	PRT	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Puerto Rico	PRI	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Qatar	QAT	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Romania	ROM	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Russian Federation	RUS	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Rwanda	RWA	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Samoa	WSM	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	San Marino	SMR	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Sao Tome and Principe	STP	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Saudi Arabia	SAU	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Senegal	SEN	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Serbia	SRB	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Seychelles	SYC	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Sierra Leone	SLE	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Singapore	SGP	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Sint Maarten (Dutch part)	SXM	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Slovak Republic	SVK	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Slovenia	SVN	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Solomon Islands	SLB	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Somalia	SOM	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	South Africa	ZAF	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	South Sudan	SSD	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Spain	ESP	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Sri Lanka	LKA	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	St. Kitts and Nevis	KNA	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	St. Lucia	LCA	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	St. Martin (French part)	MAF	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	St. Vincent and the Grenadines	VCT	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Sudan	SDN	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Suriname	SUR	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Swaziland	SWZ	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Sweden	SWE	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Switzerland	CHE	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Syrian Arab Republic	SYR	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Taiwan, China	TWN	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Tajikistan	TJK	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Tanzania	TZA	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Thailand	THA	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Timor-Leste	TMP	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Togo	TGO	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Tonga	TON	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Trinidad and Tobago	TTO	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Tunisia	TUN	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Turkey	TUR	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Turkmenistan	TKM	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Turks and Caicos Islands	TCA	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Tuvalu	TUV	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Uganda	UGA	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Ukraine	UKR	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	United Arab Emirates	ARE	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	United Kingdom	GBR	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	United States	USA	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Uruguay	URY	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Uzbekistan	UZB	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Vanuatu	VUT	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Venezuela, RB	VEN	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Vietnam	VNM	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Virgin Islands (U.S.)	VIR	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	West Bank and Gaza	WBG	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Yemen, Rep.	YEM	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Zambia	ZMB	..
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)"	SI.SPR.PC40	Zimbabwe	ZWE	..
"Population, total"	SP.POP.TOTL	Afghanistan	AFG	31280518
"Population, total"	SP.POP.TOTL	Albania	ALB	2894475
"Population, total"	SP.POP.TOTL	Algeria	DZA	39928947
"Population, total"	SP.POP.TOTL	American Samoa	ASM	55320
"Population, total"	SP.POP.TOTL	Andorra	ADO	80153
"Population, total"	SP.POP.TOTL	Angola	AGO	22137261
"Population, total"	SP.POP.TOTL	Antigua and Barbuda	ATG	90903
"Population, total"	SP.POP.TOTL	Argentina	ARG	41803125
"Population, total"	SP.POP.TOTL	Armenia	ARM	2983990
"Population, total"	SP.POP.TOTL	Aruba	ABW	103431
"Population, total"	SP.POP.TOTL	Australia	AUS	23490736
"Population, total"	SP.POP.TOTL	Austria	AUT	8534492
"Population, total"	SP.POP.TOTL	Azerbaijan	AZE	9537823
"Population, total"	SP.POP.TOTL	Bahamas, The	BHS	382571
"Population, total"	SP.POP.TOTL	Bahrain	BHR	1344111
"Population, total"	SP.POP.TOTL	Bangladesh	BGD	158512570
"Population, total"	SP.POP.TOTL	Barbados	BRB	286066
"Population, total"	SP.POP.TOTL	Belarus	BLR	9470000
"Population, total"	SP.POP.TOTL	Belgium	BEL	11225207
"Population, total"	SP.POP.TOTL	Belize	BLZ	339758
"Population, total"	SP.POP.TOTL	Benin	BEN	10599510
"Population, total"	SP.POP.TOTL	Bermuda	BMU	65181
"Population, total"	SP.POP.TOTL	Bhutan	BTN	765552
"Population, total"	SP.POP.TOTL	Bolivia	BOL	10847664
"Population, total"	SP.POP.TOTL	Bosnia and Herzegovina	BIH	3824746
"Population, total"	SP.POP.TOTL	Botswana	BWA	2038587
"Population, total"	SP.POP.TOTL	Brazil	BRA	202033670
"Population, total"	SP.POP.TOTL	Brunei Darussalam	BRN	423205
"Population, total"	SP.POP.TOTL	Bulgaria	BGR	7226291
"Population, total"	SP.POP.TOTL	Burkina Faso	BFA	17419615
"Population, total"	SP.POP.TOTL	Burundi	BDI	10482752
"Population, total"	SP.POP.TOTL	Cabo Verde	CPV	503637
"Population, total"	SP.POP.TOTL	Cambodia	KHM	15408270
"Population, total"	SP.POP.TOTL	Cameroon	CMR	22818632
"Population, total"	SP.POP.TOTL	Canada	CAN	35540419
"Population, total"	SP.POP.TOTL	Cayman Islands	CYM	59226
"Population, total"	SP.POP.TOTL	Central African Republic	CAF	4709203
"Population, total"	SP.POP.TOTL	Chad	TCD	13211146
"Population, total"	SP.POP.TOTL	Channel Islands	CHI	162778
"Population, total"	SP.POP.TOTL	Chile	CHL	17772871
"Population, total"	SP.POP.TOTL	China	CHN	1364270000
"Population, total"	SP.POP.TOTL	Colombia	COL	48929706
"Population, total"	SP.POP.TOTL	Comoros	COM	752438
"Population, total"	SP.POP.TOTL	Congo, Dem. Rep.	ZAR	69360118
"Population, total"	SP.POP.TOTL	Congo, Rep.	COG	4558594
"Population, total"	SP.POP.TOTL	Costa Rica	CRI	4937755
"Population, total"	SP.POP.TOTL	Cote d'Ivoire	CIV	20804774
"Population, total"	SP.POP.TOTL	Croatia	HRV	4236400
"Population, total"	SP.POP.TOTL	Cuba	CUB	11258597
"Population, total"	SP.POP.TOTL	Curacao	CUW	155872
"Population, total"	SP.POP.TOTL	Cyprus	CYP	1153058
"Population, total"	SP.POP.TOTL	Czech Republic	CZE	10510566
"Population, total"	SP.POP.TOTL	Denmark	DNK	5639565
"Population, total"	SP.POP.TOTL	Djibouti	DJI	886313
"Population, total"	SP.POP.TOTL	Dominica	DMA	72341
"Population, total"	SP.POP.TOTL	Dominican Republic	DOM	10528954
"Population, total"	SP.POP.TOTL	Ecuador	ECU	15982551
"Population, total"	SP.POP.TOTL	Egypt, Arab Rep.	EGY	83386739
"Population, total"	SP.POP.TOTL	El Salvador	SLV	6383752
"Population, total"	SP.POP.TOTL	Equatorial Guinea	GNQ	778061
"Population, total"	SP.POP.TOTL	Eritrea	ERI	6536176
"Population, total"	SP.POP.TOTL	Estonia	EST	1313645
"Population, total"	SP.POP.TOTL	Ethiopia	ETH	96506031
"Population, total"	SP.POP.TOTL	Faeroe Islands	FRO	49460
"Population, total"	SP.POP.TOTL	Fiji	FJI	887027
"Population, total"	SP.POP.TOTL	Finland	FIN	5463596
"Population, total"	SP.POP.TOTL	France	FRA	66201365
"Population, total"	SP.POP.TOTL	French Polynesia	PYF	279835
"Population, total"	SP.POP.TOTL	Gabon	GAB	1711294
"Population, total"	SP.POP.TOTL	Gambia, The	GMB	1908954
"Population, total"	SP.POP.TOTL	Georgia	GEO	4504100
"Population, total"	SP.POP.TOTL	Germany	DEU	80889505
"Population, total"	SP.POP.TOTL	Ghana	GHA	26442178
"Population, total"	SP.POP.TOTL	Greece	GRC	10957740
"Population, total"	SP.POP.TOTL	Greenland	GRL	56295
"Population, total"	SP.POP.TOTL	Grenada	GRD	106303
"Population, total"	SP.POP.TOTL	Guam	GUM	167546
"Population, total"	SP.POP.TOTL	Guatemala	GTM	15859714
"Population, total"	SP.POP.TOTL	Guinea	GIN	12043898
"Population, total"	SP.POP.TOTL	Guinea-Bissau	GNB	1745798
"Population, total"	SP.POP.TOTL	Guyana	GUY	803677
"Population, total"	SP.POP.TOTL	Haiti	HTI	10461409
"Population, total"	SP.POP.TOTL	Honduras	HND	8260749
"Population, total"	SP.POP.TOTL	Hong Kong SAR, China	HKG	7241700
"Population, total"	SP.POP.TOTL	Hungary	HUN	9861673
"Population, total"	SP.POP.TOTL	Iceland	ISL	327589
"Population, total"	SP.POP.TOTL	India	IND	1267401849
"Population, total"	SP.POP.TOTL	Indonesia	IDN	252812245
"Population, total"	SP.POP.TOTL	Iran, Islamic Rep.	IRN	78470222
"Population, total"	SP.POP.TOTL	Iraq	IRQ	34278364
"Population, total"	SP.POP.TOTL	Ireland	IRL	4612719
"Population, total"	SP.POP.TOTL	Isle of Man	IMY	86475
"Population, total"	SP.POP.TOTL	Israel	ISR	8215300
"Population, total"	SP.POP.TOTL	Italy	ITA	61336387
"Population, total"	SP.POP.TOTL	Jamaica	JAM	2721252
"Population, total"	SP.POP.TOTL	Japan	JPN	127131800
"Population, total"	SP.POP.TOTL	Jordan	JOR	6607000
"Population, total"	SP.POP.TOTL	Kazakhstan	KAZ	17289111
"Population, total"	SP.POP.TOTL	Kenya	KEN	45545980
"Population, total"	SP.POP.TOTL	Kiribati	KIR	103942
"Population, total"	SP.POP.TOTL	Korea, Dem. Rep.	PRK	25026588
"Population, total"	SP.POP.TOTL	Korea, Rep.	KOR	50423955
"Population, total"	SP.POP.TOTL	Kosovo	KSV	1823149
"Population, total"	SP.POP.TOTL	Kuwait	KWT	3479371
"Population, total"	SP.POP.TOTL	Kyrgyz Republic	KGZ	5834200
"Population, total"	SP.POP.TOTL	Lao PDR	LAO	6894098
"Population, total"	SP.POP.TOTL	Latvia	LVA	1990351
"Population, total"	SP.POP.TOTL	Lebanon	LBN	4510301
"Population, total"	SP.POP.TOTL	Lesotho	LSO	2097511
"Population, total"	SP.POP.TOTL	Liberia	LBR	4396873
"Population, total"	SP.POP.TOTL	Libya	LBY	6253452
"Population, total"	SP.POP.TOTL	Liechtenstein	LIE	37194
"Population, total"	SP.POP.TOTL	Lithuania	LTU	2929323
"Population, total"	SP.POP.TOTL	Luxembourg	LUX	556074
"Population, total"	SP.POP.TOTL	Macao SAR, China	MAC	575481
"Population, total"	SP.POP.TOTL	Macedonia, FYR	MKD	2108434
"Population, total"	SP.POP.TOTL	Madagascar	MDG	23571962
"Population, total"	SP.POP.TOTL	Malawi	MWI	16829144
"Population, total"	SP.POP.TOTL	Malaysia	MYS	30187896
"Population, total"	SP.POP.TOTL	Maldives	MDV	351572
"Population, total"	SP.POP.TOTL	Mali	MLI	15768227
"Population, total"	SP.POP.TOTL	Malta	MLT	427404
"Population, total"	SP.POP.TOTL	Marshall Islands	MHL	52772
"Population, total"	SP.POP.TOTL	Mauritania	MRT	3984457
"Population, total"	SP.POP.TOTL	Mauritius	MUS	1260934
"Population, total"	SP.POP.TOTL	Mexico	MEX	123799215
"Population, total"	SP.POP.TOTL	Micronesia, Fed. Sts.	FSM	103903
"Population, total"	SP.POP.TOTL	Moldova	MDA	3556400
"Population, total"	SP.POP.TOTL	Monaco	MCO	38066
"Population, total"	SP.POP.TOTL	Mongolia	MNG	2881415
"Population, total"	SP.POP.TOTL	Montenegro	MNE	621800
"Population, total"	SP.POP.TOTL	Morocco	MAR	33492909
"Population, total"	SP.POP.TOTL	Mozambique	MOZ	26472977
"Population, total"	SP.POP.TOTL	Myanmar	MMR	53718958
"Population, total"	SP.POP.TOTL	Namibia	NAM	2347988
"Population, total"	SP.POP.TOTL	Nepal	NPL	28120740
"Population, total"	SP.POP.TOTL	Netherlands	NLD	16854183
"Population, total"	SP.POP.TOTL	New Caledonia	NCL	266000
"Population, total"	SP.POP.TOTL	New Zealand	NZL	4509700
"Population, total"	SP.POP.TOTL	Nicaragua	NIC	6169269
"Population, total"	SP.POP.TOTL	Niger	NER	18534802
"Population, total"	SP.POP.TOTL	Nigeria	NGA	178516904
"Population, total"	SP.POP.TOTL	Northern Mariana Islands	MNP	54531
"Population, total"	SP.POP.TOTL	Norway	NOR	5136475
"Population, total"	SP.POP.TOTL	Oman	OMN	3926492
"Population, total"	SP.POP.TOTL	Pakistan	PAK	185132926
"Population, total"	SP.POP.TOTL	Palau	PLW	21097
"Population, total"	SP.POP.TOTL	Panama	PAN	3926017
"Population, total"	SP.POP.TOTL	Papua New Guinea	PNG	7476108
"Population, total"	SP.POP.TOTL	Paraguay	PRY	6917579
"Population, total"	SP.POP.TOTL	Peru	PER	30769077
"Population, total"	SP.POP.TOTL	Philippines	PHL	100096496
"Population, total"	SP.POP.TOTL	Poland	POL	37995529
"Population, total"	SP.POP.TOTL	Portugal	PRT	10397393
"Population, total"	SP.POP.TOTL	Puerto Rico	PRI	3548397
"Population, total"	SP.POP.TOTL	Qatar	QAT	2267916
"Population, total"	SP.POP.TOTL	Romania	ROM	19910995
"Population, total"	SP.POP.TOTL	Russian Federation	RUS	143819569
"Population, total"	SP.POP.TOTL	Rwanda	RWA	12100049
"Population, total"	SP.POP.TOTL	Samoa	WSM	191831
"Population, total"	SP.POP.TOTL	San Marino	SMR	31637
"Population, total"	SP.POP.TOTL	Sao Tome and Principe	STP	197882
"Population, total"	SP.POP.TOTL	Saudi Arabia	SAU	29369428
"Population, total"	SP.POP.TOTL	Senegal	SEN	14548171
"Population, total"	SP.POP.TOTL	Serbia	SRB	7129428
"Population, total"	SP.POP.TOTL	Seychelles	SYC	91526
"Population, total"	SP.POP.TOTL	Sierra Leone	SLE	6205382
"Population, total"	SP.POP.TOTL	Singapore	SGP	5469700
